ID,technology,fuel,node,maxPower,minPower,efficiency,emission,rampUp,rampDown,variableCosts,hotStartCosts,warmStartCosts,coldStartCosts,minOperatingTime,minDowntime,heatExtraction,maxExtraction,heatingDistrict,company,year
BNA1338,oil,oil,129,19.0,4.75,0.361,0.737,19.0,19.0,3.0,20.7,35.8,45.1,0,0,no,0.0,N/A,Spitzenkraftwerk,1978
BNA1396,open cycle gas turbine,natural gas,351,34.3,8.575,0.38299999999999995,0.527,34.3,34.3,3.0,19.5,34.5,43.5,0,0,yes,54.0,DH_DE_Ind,EVC / GLOBALFOUNDRIES,1998
BNA1400a,lignite,lignite,341,18.5,9.25,0.38299999999999995,0.948,9.25,9.25,7.0,45.1,73.9,73.2,10,7,yes,49.0,DH_DE_Ind,EZ1,1993
BNA1400b,oil,oil,341,18.5,4.625,0.377,0.705,18.5,18.5,3.0,20.7,35.8,45.1,0,0,yes,27.0,DH_DE_Ind,EZ1,1993
BNA1401a,lignite,lignite,164,1050.0,525.0,0.429,0.847,525.0,525.0,7.0,30.4,47.5,69.3,10,7,no,0.0,N/A,BoA 2,2012
BNA1401b,lignite,lignite,164,1050.0,525.0,0.429,0.847,525.0,525.0,7.0,30.4,47.5,69.3,10,7,no,0.0,N/A,BoA 3,2012
BNA1402,open cycle gas turbine,natural gas,57,18.1,4.525,0.38,0.532,18.1,18.1,3.0,19.5,34.5,43.5,0,0,yes,28.0,DH_DE_Ind,Heizkraftwerk zur Papierfabrik,1995
BNA1403,open cycle gas turbine,natural gas,56,11.4,2.85,0.38,0.532,11.4,11.4,3.0,19.5,34.5,43.5,0,0,yes,18.0,DH_DE_Ind,Steinitz,1995
BNA1404,lignite,lignite,354,640.0,320.0,0.429,0.847,320.0,320.0,7.0,30.4,47.5,69.3,10,7,no,0.0,N/A,Boxberg,2012
BNA1405a,hard coal,hard coal,297,20.7,8.28,0.37,0.919,14.489999999999998,14.489999999999998,1.3,45.1,73.9,73.2,7,6,yes,48.0,DH_DE_Rem,Heizkraftwerk Magirusstraße,1978
BNA1406,open cycle gas turbine,natural gas,161,18.9,4.725,0.376,0.536,18.9,18.9,3.0,19.5,34.5,43.5,0,0,yes,30.0,DH_DE_Ind,FS-Karton,1992
BNA1407,open cycle gas turbine,natural gas,349,13.5,3.375,0.39299999999999996,0.514,13.5,13.5,3.0,19.5,34.5,43.5,0,0,yes,19.0,DH_DE_Ind,STW,2007
BNA1408,open cycle gas turbine,natural gas,80,16.0,4.0,0.363,0.556,16.0,16.0,3.0,19.5,34.5,43.5,0,0,yes,28.0,DH_DE_Ind,Heizkraftwerk Evonik Rheinfelden,1980
BNA1437,open cycle gas turbine,natural gas,64,30.7,7.675,0.41100000000000003,0.491,30.7,30.7,3.0,16.5,21.0,28.5,0,0,yes,44.0,DH_DE_Ind,KWK AOS GmbH,2012
BNA1444a,open cycle gas turbine,natural gas,323,4.2,1.05,0.36200000000000004,0.5579999999999999,4.2,4.2,3.0,16.5,21.0,28.5,0,0,yes,6.0,DH_DE_Ind,GT1 ,1993
BNA1444b,open cycle gas turbine,natural gas,323,4.2,1.05,0.36200000000000004,0.5579999999999999,4.2,4.2,3.0,16.5,21.0,28.5,0,0,yes,6.0,DH_DE_Ind,GT2 ,1993
BNA1444c,open cycle gas turbine,natural gas,323,5.1,1.275,0.364,0.5539999999999999,5.1,5.1,3.0,16.5,21.0,28.5,0,0,yes,8.0,DH_DE_Ind,GT3 ,1994
BNA1444d,open cycle gas turbine,natural gas,323,5.1,1.275,0.36700000000000005,0.55,5.1,5.1,3.0,16.5,21.0,28.5,0,0,yes,8.0,DH_DE_Ind,GT4 ,1995
BNA1450,combined cycle gas turbine,natural gas,380,13.0,5.2,0.54,0.374,11.049999999999999,11.049999999999999,4.0,24.0,34.2,46.7,5,6,yes,8.0,DH_DE_Ind,GUD-Anlage DREWSEN,2000
BNA1451,lignite,lignite,14,27.5,13.75,0.309,1.176,13.75,13.75,7.0,45.1,73.9,73.2,10,7,yes,55.0,DH_DE_Rem,HKW Sachtleben,1962
BNA1461,lignite,lignite,341,17.5,8.75,0.41200000000000003,0.882,8.75,8.75,7.0,45.1,73.9,73.2,10,7,yes,46.0,DH_DE_Ind,Zeitz,2005
BNA1463,open cycle gas turbine,natural gas,335,19.5,4.875,0.361,0.5589999999999999,19.5,19.5,3.0,19.5,34.5,43.5,0,0,yes,34.0,DH_DE_Ind,Herzberg,1978
BNA1464,open cycle gas turbine,natural gas,238,38.6,9.65,0.39799999999999996,0.507,38.6,38.6,3.0,19.5,34.5,43.5,0,0,yes,77.0,DH_DE_Saar,Gas- u. Dampfturbinenanlage Südraum,2012
BNA1465b,open cycle gas turbine,natural gas,222,13.2,3.3,0.358,0.564,13.2,13.2,3.0,19.5,34.5,43.5,0,0,yes,19.0,DH_DE_Rem,Gaskraftwerk,1975
BNA1467,hard coal,hard coal,267,18.5,7.4,0.39,0.872,12.95,12.95,1.3,45.1,73.9,73.2,7,6,yes,36.0,DH_DE_Ind,Oberkirch,1986
BNA1486,lignite,lignite,338,49.0,24.5,0.35,1.0390000000000001,24.5,24.5,7.0,45.1,73.9,73.2,10,7,yes,140.0,DH_DE_Ind,Grubenheizkraftwerk,1979
BNA1487,combined cycle gas turbine,natural gas,199,94.6,37.839999999999996,0.599,0.337,80.41,80.41,4.0,24.0,34.2,46.7,5,6,no,0.0,N/A,GTKW Darmstadt,2013
BNA1489,open cycle gas turbine,natural gas,130,22.0,5.5,0.37799999999999995,0.5329999999999999,22.0,22.0,3.0,19.5,34.5,43.5,0,0,no,0.0,N/A,Heizkraftwerk Stendal,1994
BNA1492a,open cycle gas turbine,natural gas,227,26.2,6.55,0.374,0.54,26.2,26.2,3.0,19.5,34.5,43.5,0,0,yes,42.0,DH_DE_Ind,Kraftwerk 3,1990
BNA1492b,open cycle gas turbine,natural gas,227,8.0,2.0,0.39799999999999996,0.507,8.0,8.0,3.0,19.5,34.5,43.5,0,0,yes,11.0,DH_DE_Rem,Kraftwerk 2,2012
BNA1498,open cycle gas turbine,natural gas,384,30.6,7.65,0.33299999999999996,0.605,30.6,30.6,3.0,19.5,34.5,43.5,0,0,yes,57.0,DH_DE_Ind,Werk Nordstemmen,1953
BNA1499,open cycle gas turbine,natural gas,381,15.8,3.95,0.385,0.524,15.8,15.8,3.0,19.5,34.5,43.5,0,0,yes,38.0,DH_DE_Ind,Werk Clauen,2000
BNA1500,hard coal,hard coal,389,40.0,16.0,0.4,0.85,28.0,28.0,1.3,45.1,73.9,73.2,7,6,yes,63.0,DH_DE_Ind,Werk Uelzen,1990
BNA1502,open cycle gas turbine,natural gas,444,12.6,3.15,0.39899999999999997,0.505,12.6,12.6,3.0,19.5,34.5,43.5,0,0,yes,19.0,DH_DE_Rem,Heizkraftwerk Krefeld,2013
BNA1503,open cycle gas turbine,natural gas,114,16.9,4.225,0.39799999999999996,0.507,16.9,16.9,3.0,19.5,34.5,43.5,0,0,yes,24.0,DH_DE_Ind,BHKW H.120,2012
BNA1504,open cycle gas turbine,natural gas,32,13.0,3.25,0.39899999999999997,0.505,13.0,13.0,3.0,19.5,34.5,43.5,0,0,yes,19.0,DH_DE_Ind,BHKW,2013
BNA1505,open cycle gas turbine,natural gas,228,22.1,5.525,0.377,0.535,22.1,22.1,3.0,19.5,34.5,43.5,0,0,yes,35.0,DH_DE_Rem,HKW Wiesengrund,1993
BNA1506,open cycle gas turbine,natural gas,374,23.4,5.85,0.37799999999999995,0.5329999999999999,23.4,23.4,3.0,19.5,34.5,43.5,0,0,yes,38.0,DH_DE_Ind,Werk Klein Wanzleben,1994
BNA1507,open cycle gas turbine,natural gas,201,10.7,2.675,0.392,0.515,10.7,10.7,3.0,19.5,34.5,43.5,0,0,yes,15.0,DH_DE_Ind,Bad Kreuznach,2006
BNA1508,hard coal,hard coal,16,746.0,298.40000000000003,0.45799999999999996,0.743,522.1999999999999,522.1999999999999,1.3,30.5,47.5,69.3,7,6,no,0.0,N/A,Trianel Kohlekraftwerk Lünen,2013
BNA1509,open cycle gas turbine,natural gas,392,66.0,16.5,0.381,0.53,66.0,66.0,3.0,19.5,34.5,43.5,0,0,yes,102.0,DH_DE_Ind,BP Werk Lingen,1996
BNA1511a,lignite,lignite,170,9.3,4.65,0.359,1.011,4.65,4.65,7.0,45.1,73.9,73.2,10,7,yes,16.0,DH_DE_Rem,Kessel 4,1983
BNA1511b,open cycle gas turbine,natural gas,170,2.9,1.0,0.349,0.579,2.9,2.9,3.0,19.5,34.5,43.5,0,0,yes,5.0,DH_DE_Rem,Kessel 2,1967
BNA1516,open cycle gas turbine,natural gas,76,30.0,7.5,0.376,0.536,30.0,30.0,3.0,19.5,34.5,43.5,0,0,yes,46.0,DH_DE_Ind,HKW 1 Werk Offstein,1992
BNA1523a,combined cycle gas turbine,natural gas,68,42.0,16.8,0.504,0.4,35.699999999999996,35.699999999999996,4.0,23.0,34.2,46.7,5,6,yes,30.0,DH_DE_Rem,Gemeinschaftskraftwerk Weig,1992
BNA1524,open cycle gas turbine,natural gas,400,22.1,5.525,0.28800000000000003,0.7,22.1,22.1,3.0,19.5,34.5,43.5,0,0,yes,46.0,DH_DE_Ind,Heizkraftwerk Bomlitz,1912
BNA1526,oil,oil,430,44.5,11.125,0.34299999999999997,0.8540000000000001,44.5,44.5,3.0,20.7,35.8,45.1,0,0,yes,74.0,DH_DE_Ind,Kraftwerk Raffinerie Heide,1962
BNA1528,open cycle gas turbine,natural gas,7,13.2,3.3,0.374,0.54,13.2,13.2,3.0,19.5,34.5,43.5,0,0,yes,20.0,DH_DE_Rem,Stadtwerk Kempen,1990
BNA1531,open cycle gas turbine,natural gas,417,37.7,9.425,0.4,0.504,37.7,37.7,3.0,19.5,34.5,43.5,0,0,yes,54.0,DH_DE_Ind,Industriekraftwerk Greifswald,2014
BNA1541,open cycle gas turbine,natural gas,349,13.4,3.35,0.39899999999999997,0.505,13.4,13.4,3.0,19.5,34.5,43.5,0,0,yes,18.0,DH_DE_Rem,HKW Freiberg,2013
BNA1556,open cycle gas turbine,natural gas,351,36.0,9.0,0.4,0.504,36.0,36.0,3.0,19.5,34.5,43.5,0,0,yes,29.0,DH_DE_Rem,Leppersdorf,2014
BNA1557,open cycle gas turbine,natural gas,347,12.9,3.225,0.4,0.504,12.9,12.9,3.0,19.5,34.5,43.5,0,0,yes,56.0,DH_DE_Ind,Zwickau,2014
BNA1558,hard coal,hard coal,414,766.0,306.40000000000003,0.46299999999999997,0.735,536.1999999999999,536.1999999999999,1.3,30.5,47.5,69.3,7,6,no,0.0,N/A,Moorburg B,2015
BNA1658,open cycle gas turbine,natural gas,216,11.3,2.825,0.363,0.556,11.3,11.3,3.0,19.5,34.5,43.5,0,0,yes,17.0,DH_DE_Rem,HKW-Mitte,1980
BNA1671,open cycle gas turbine,natural gas,404,17.1,4.275,0.4,0.504,17.1,17.1,3.0,19.5,34.5,43.5,0,0,yes,10.0,DH_DE_Ind,Bremerhaven,2014
BNA1673,hard coal,hard coal,414,774.0,309.6,0.46299999999999997,0.735,541.8,541.8,1.3,30.5,47.5,69.3,7,6,no,0.0,N/A,Moorburg A,2015
BNA1674,hard coal,hard coal,407,731.0,292.40000000000003,0.46299999999999997,0.735,511.7,511.7,1.3,30.5,47.5,69.3,7,6,no,0.0,N/A,Kraftwerk Wilhelmshaven,2015
BNA1677,open cycle gas turbine,natural gas,56,10.4,2.6,0.402,0.503,10.4,10.4,3.0,19.5,34.5,43.5,0,0,no,0.0,N/A,BHKW Braunschweig,2015
BNA1678,open cycle gas turbine,natural gas,311,17.2,4.3,0.402,0.503,17.2,17.2,3.0,19.5,34.5,43.5,0,0,no,0.0,N/A,Energiezentrale 2016,2015
BNA0172,combined cycle gas turbine,natural gas,315,178.0,71.2,0.544,0.371,151.29999999999998,151.29999999999998,4.0,24.0,34.2,46.7,5,6,yes,380.0,DH_DE_Ind,Dampfkraftwerk BGH - O1,2001
